CEP,lat,lon,Bairro
08210030,-23.0556999453,-47.1730200226,Itaquera
02468040,-23.548,-46.7218053945,Vila Romero
04513031,-23.258829968,-46.636,Vila Nova Conceição
05093010,-23.9182600436,-47.0398940379,Vila Anastácio
08180380,-23.0570499436,-46.100452608,Jardim Maia
04002011,-23.7730000288,-46.3905612287,Paraíso
04509903,-23.548,-46.7070790709,Vila Nova Conceição
02759030,-23.6445700125,-46.7413423208,Vila Bancária Munhoz
04531003,-23.2573899659,-46.636,Itaim Bibi
03961050,-23.766340022,-46.8741737772,Cidade São Mateus
04141140,-23.7892000282,-46.8991103599,Chácara Inglesa
03617040,-23.7323200185,-46.8370634359,Vila Marieta
05360010,-23.9437300436,-46.636,Vila Butantã
01319080,-23.5352199915,-46.636,Bela Vista
02350012,-23.5226199972,-46.636,Vila Albertina
03119010,-23.677600018,-46.636,Mooca
03733040,-23.3492799721,-46.636,Vila Pierina
05560000,-23.548,-47.0905525999,Jardim Cambara
03415040,-23.7116200174,-46.4575169293,Jardim Textil
04715040,-23.548,-46.2963127405,Chácara Santo Antônio (Zona Sul)
05463000,-23.9565100432,-47.0816186233,Alto de Pinheiros
04011901,-23.5004799914,-46.636,Vila Mariana
01211900,-23.5555600008,-46.636,Campos Elíseos
04430010,-23.548,-46.3315577512,Vila Missionária
02355210,-23.4815799902,-46.636,Jardim Virginia Bianca
03347030,-23.548,-46.804763696,Vila Regente Feijó
02440000,-23.6238700101,-46.636,Lauzane Paulista
04258060,-23.548,-46.3558071056,Vila Arapuã
05880270,-23.0903499462,-46.636,Parque Independência
02035021,-23.548,-46.6075290978,Santana
05750120,-23.1126699482,-46.636,Jardim Taboão
03052020,-23.4228099815,-46.636,Brás
08473260,-23.0135799386,-47.218966162,Conjunto Habitacional Sitio Conceição
02910100,-23.548,-46.7554795934,Freguesia do Ó
02544020,-23.4636699839,-46.7279904573,Casa Verde Alta
02817087,-23.4622093,-46.7018195,Vila Siqueira (Zona Norte)
03920040,-23.7594100298,-46.4053857275,Vila União (Zona Leste)
02020005,-23.522979995,-46.636,Santana
04467060,-23.6927765,-46.6564894,Conjunto Residencial Ingai
03386140,-23.7088300176,-46.4605603695,Capão do Embira
02957030,-23.6623900127,-46.636,Vila Mirante
02802060,-23.4503499888,-46.5294795747,Vila Primavera
04011033,-23.3216499693,-46.3890885942,Vila Mariana
05619000,-23.9727100462,-46.636,Vila Inah
02238160,-23.5007499884,-46.584457852,Jardim Modelo
04437090,-23.8288000299,-46.94230758,Jardim Consórcio
01309011,-23.559610002,-46.6486646411,Consolação
04459110,-23.2648599659,-46.9448601475,Pedreira
08020220,-23.0840499448,-46.636,Vila Vessoni
05790300,-23.9902600491,-46.636,Jardim Iracema
03713080,-23.3527899778,-46.636,Jardim Jaú (Zona Leste)
03952000,-23.548,-46.3985134495,Jardim Nove de Julho
08141630,-23.0623599431,-46.636,Jardim Camargo Novo
04427070,-23.8264600319,-46.3322449807,Americanópolis
03245030,-23.6906500146,-46.636,Jardim Panorama (Zona Leste)
05084010,-23.548,-46.2329895461,Alto da Lapa
03077040,-23.675080016,-46.636,Tatuapé
03475050,-23.7175600208,-46.636,Vila Antonieta
04890220,-23.198979961,-46.636,Jardim Novo Parelheiros
05796080,-23.1043899479,-46.1520929236,Jardim Vale das Virtudes
08021010,-23.0838699486,-46.1297089113,Vila Rosaria
02270120,-23.548,-46.6933345033,Parque Vitória
05371090,-23.945980046,-47.0701320934,Jardim Maria Luiza
02929020,-23.6596000136,-46.5142623702,Moinho Velho
05425011,-23.548,-47.0771025475,Pinheiros
02871050,-23.4412599869,-46.5195638475,Jardim Ondina
02552040,-23.548,-46.728579509,Vila Bandeirantes
08235820,-23.0489499491,-47.1803831806,Parque Guarani
04355020,-23.548,-46.9293484139,Parque Jabaquara
04932200,-23.191059961,-47.0253640596,Parque Maria Alice
04544120,-23.2551399704,-46.636,Vila Nova Conceição
08390110,-23.0295099479,-46.636,Jardim Santo André
04760040,-23.8645300399,-46.2907167372,Vila Socorro
05176210,-23.548,-46.2211103032,Vila Clarice
03643020,-23.3604399743,-46.8405977616,Vila Beatriz
05177210,-23.9284300439,-47.0509878693,Vila Clarice
08320510,-23.6183238,-46.4766119,Parque São Rafael
04296050,-23.808370034,-46.3519782531,Vila Vera
05353110,-23.1528999557,-46.2050095244,Cidade São Francisco
01137030,-23.5529500034,-46.630600344,Barra Funda
08080740,-23.0710899444,-46.636,Parque Paulistano
08345630,-24.0634300579,-47.1982511286,Jardim da Conquista (Zona Leste)
03533010,-23.548,-46.8247914989,Vila Talarico
05844100,-23.9966500463,-46.1465951022,Jardim São Luís
01023902,-23.550340004,-46.636,Centro
02921010,-23.548,-46.5149495981,Vila Pereira Barreto
05382040,-23.1486699521,-46.2003952722,Jardim Sarah
02463070,-23.6258500103,-46.7209218152,Chora Menino
03986090,-23.7721000247,-46.3915429881,Vila Alzira
02229050,-23.5024599874,-46.636,Parque Edu Chaves
02410080,-23.6206300131,-46.7152276395,Vila Aurora (Zona Norte)
02551100,-23.548,-46.7284813291,Sítio do Morro
01455904,-23.5670800061,-46.6568132118,Jardim Europa
03376050,-23.3894199754,-46.8089852508,Chácara Belenzinho
02957080,-23.4335199848,-46.5111207526,Vila Mirante
04053043,-23.6179317,-46.6517237,Saúde
01201050,-23.5416999912,-46.6428722943,Campos Elíseos
04181040,-23.548,-46.9058844697,Jardim Maria Estela
02561020,-23.6344000126,-46.636,Vila Santa Maria
04476630,-23.548,-46.9495725656,Eldorado
05103080,-23.9192500415,-46.636,Vila dos Remédios
04788090,-23.2274199679,-46.9857011517,Interlagos
08471590,-23.0148399384,-46.636,Cidade Tiradentes
05124901,-23.6531200115,-46.5213310081,Parque São Domingos
08230140,-24.0451600536,-46.636,Vila Taquari
04283020,-23.6074175,-46.6027333,Vila Moinho Velho
03603000,-23.548,-46.8350999272,Penha de França
02944050,-23.548,-46.5122988605,Jardim Cidade Pirituba
03558060,-23.3722299795,-46.827736766,Vila Nhocune
05344000,-23.9422900481,-46.2058930997,Jaguaré
04460000,-23.264499969,-46.3267471539,Vila Baby
02966010,-23.432259981,-46.636,Vila Yara
02849010,-23.4673082,-46.6853478,Jardim Guarani
04734010,-23.8617400381,-46.636,Santo Amaro
04784150,-23.548,-46.9849157499,Jardim Ipanema (Zona Sul)
04544051,-23.548,-46.3166350792,Vila Nova Conceição
04756150,-23.2316499671,-46.636,Vila Almeida
02650000,-23.548,-46.5373336092,Jardim Peri
05743150,-23.1131199543,-46.636,Vila Olga
08215360,-24.0415600505,-46.636,Itaquera
08142090,-24.0339100551,-47.1660495628,Jardim Nélia
08050120,-23.548,-47.1492615444,Vila Jacuí
03804070,-23.548,-46.4156941611,Parque Boturussu
02347060,-23.4831999849,-46.5653136264,Jardim Leonor Mendes de Barros
08150350,-23.548,-47.1676203721,Jardim Robru
04833000,-23.8776700373,-46.636,Vila São José (Cidade Dutra)
02082060,-23.5170399941,-46.6022276229,Vila Isolina Mazzei
01321906,-23.5608700095,-46.6500391063,Bela Vista
05830210,-23.9941300504,-46.636,Jardim Neide
05121020,-23.9214100413,-46.636,Parque São Domingos
05143200,-23.1713499572,-47.0468644973,Jardim São Ricardo
04897370,-23.8997200385,-46.636,Cidade Nova América
02255030,-23.548,-46.5814144093,Vila Nivi
08210560,-23.0551599501,-46.0983909296,Itaquera
08440460,-23.548,-46.0617714592,Vila Chabilândia
05159180,-23.1704499565,-46.224153747,Jardim Mutinga
04738001,-23.548,-46.2933674752,Santo Amaro
04717002,-23.8595800398,-46.9758836105,Chácara Santo Antônio (Zona Sul)
05893130,-23.0862099512,-47.139738523,Jardim das Rosas (Zona Sul)
05413021,-23.548,-46.1966646047,Pinheiros
04419030,-23.8253800352,-46.636,Jardim Miriam
04079906,-23.4975999935,-46.636,Indianópolis
04474220,-23.833930034,-46.9479035878,Parque Doroteia
08250530,-24.049570056,-46.636,Conjunto Residencial José Bonifácio
02234080,-23.5018299922,-46.6863640379,Jardim Brasil (Zona Norte)
04829240,-23.548,-46.2775612243,Jardim das Camélias (Zona Sul)
01432000,-23.5315299974,-46.636,Jardim Paulista
08430110,-24.0718000538,-47.2073814451,Jardim Santa Terezinha (Zona Leste)
05571030,-23.1291399546,-47.0929088077,Parque Ipê
03370010,-23.548,-46.4641928591,Chácara Mafalda
08031310,-24.0146500525,-47.1450400038,Vila Nova Curuçá
03387130,-23.548,-46.4601676636,Jardim Colorado
02815130,-23.4480999892,-46.7449748123,Conjunto Residencial Elisio Teixeira Leite
01037909,-23.5443999979,-46.6399270221,Centro
05423040,-23.1439899583,-46.1952901532,Pinheiros
05887180,-24.0079900498,-46.1342249859,Jardim Dom José
03108010,-23.419029984,-46.636,Mooca
05683040,-23.978470052,-46.1664265461,Paineiras do Morumbi
05335000,-23.1546099531,-47.065125144,Jaguaré
03887010,-23.5112455,-46.47785,Jardim Cotinha
04337120,-23.8145800306,-46.636,Americanópolis
02277080,-23.6018200142,-46.636,Vila Nilo
03962055,-23.6102293,-46.4826041,Cidade São Mateus
03061040,-23.6739100187,-46.4986524607,Tatuapé
04408005,-23.548,-46.7021702952,Americanópolis
04064050,-23.548,-46.3825108404,Planalto Paulista
04058020,-23.548,-46.888703756,Planalto Paulista
01452917,-23.529369991,-46.636,Jardim Paulistano
05756380,-23.1115899506,-46.1599469662,Vila Nova Pirajussara
02804220,-23.6460100161,-46.636,Vila Cruz das Almas
03554130,-23.540085,-46.5058814,Jardim Triana
02514040,-23.4671799908,-46.7241616055,Casa Verde
08051060,-23.0763999498,-46.636,Limoeiro
04542901,-23.6182000074,-46.636,Vila Nova Conceição
04477040,-23.548,-46.9496707442,Eldorado
05879440,-23.548,-46.1369739028,Chácara Santa Maria
05761330,-23.548,-46.1588670402,Jardim Maria Virginia
04432040,-23.2681899698,-46.3307723501,Jardim São Jorge
01255020,-23.5581700092,-46.647093841,Sumaré
03061010,-23.5387937,-46.5821876,Tatuapé
08020010,-24.0116800483,-47.1418002079,Parque Sonia
02555010,-23.6332300174,-46.7289722137,Casa Verde Alta
04902150,-23.1959199564,-47.0200625877,Parque Alves de Lima
02724040,-23.454669988,-46.7378080024,Vila Carolina
05873380,-23.0917899499,-47.1336516436,Morro do Índio
03441020,-23.7138700203,-46.636,Vila Carrão
02271020,-23.6006500115,-46.636,Vila Santa Terezinha (Zona Norte)
03131060,-23.416959986,-46.7789435374,Vila Prudente
05578000,-23.1279699507,-46.636,Instituto de Previdência
04813240,-23.7226256,-46.6863314,Jardim Edith
08465100,-23.0168199391,-46.0565681564,Conjunto Habitacional Juscelino Kubitschek
02370040,-23.548,-46.5603066804,Vila Albertina
05602070,-23.9707300467,-47.0971303555,Jardim Everest
04750010,-23.548,-46.2918948517,Santo Amaro
04821250,-23.8738900404,-46.636,Jardim Colonial
05085900,-23.6520400124,-46.5225091132,Bela Aliança
02320240,-23.6082100137,-46.636,Tremembé
03805120,-23.3456799732,-46.636,Parque Boturussu
01423911,-23.5322499903,-46.6531807224,Jardim Paulista
05082001,-23.9171800455,-47.0387159341,Alto da Lapa
02275110,-23.6014600058,-46.6943162509,Vila Germinal
05337060,-23.1543399571,-46.636,Vila Lageado
01239908,-23.5377399988,-46.6248079922,Higienópolis
02071002,-23.5773400095,-46.6680052221,Vila Guilherme
04904230,-23.1955599564,-46.2515447103,Jardim das Flores
04061030,-23.3158899706,-46.3828053639,Planalto Paulista
05877330,-23.6915996,-46.7902616,Jardim Guarujá
04063003,-23.7802000245,-46.3827071937,Indianópolis
02963040,-23.548,-46.7616646482,Chácara Nossa Senhora Aparecida
04292010,-23.2880799736,-46.9195308612,Saúde
03654050,-23.3593599801,-46.636,Vila Granada
04162000,-23.7921700265,-46.9023501494,Vila Moraes
02188050,-23.5863400072,-46.636,Parque Novo Mundo
02963110,-23.6632900162,-46.636,Chácara Nossa Senhora Aparecida
04662020,-23.2422699615,-46.9695022018,Santo Amaro
03578220,-23.548,-46.4397471626,Jardim Eliane
04256170,-23.8041400315,-46.636,Jardim Patente Novo
04854120,-23.8881100409,-46.636,Chácara Cocaia
02315030,-23.4896799936,-46.6996177284,Vila Mazzei
03679070,-23.3562099804,-46.4267879967,Vila São Francisco (Zona Leste)
03818070,-23.3425299789,-46.8601346803,Parque Císper
04615903,-23.6245000077,-46.55255082,Campo Belo
03179100,-23.5543626,-46.5822784,Água Rasa
02278010,-23.548,-46.6948071302,Vila Nilo
03604020,-23.7306100254,-46.835198109,Penha de França
04014904,-23.548,-46.5835742776,Vila Mariana
03456000,-23.380239976,-46.636,Jardim Aricanduva
04562020,-23.2527099642,-46.636,Brooklin Paulista
08225390,-23.051649948,-47.177437917,Cidade Antônio Estevão de Carvalho
04812150,-23.2247199641,-46.9886464206,Jardim Primavera (Zona Sul)
01235010,-23.5398099944,-46.636,Pacaembu
04875090,-23.548,-47.0143684059,Colônia (Zona Sul)
04751050,-23.2324599614,-46.980203331,Santo Amaro
08210330,-24.0405700497,-46.0986854564,Vila Corberi
05466070,-23.9569600441,-46.1898904982,Alto de Pinheiros
03589100,-23.3661099799,-46.8344126992,Conjunto Habitacional Padre José de Anchieta
05845280,-23.654572,-46.7415981,Jardim Brasília
05543110,-23.9629900482,-46.1833127356,Vila Albano
04147105,-23.3059899699,-46.3720060585,Vila do Bosque
04730010,-23.8615600335,-46.636,Várzea de Baixo
03249030,-23.4051699782,-46.4801954642,Vila Ivg
04052000,-23.7790300272,-46.8880165278,Mirandópolis
08220160,-24.0421000565,-46.636,Cidade Antônio Estevão de Carvalho
02993120,-23.6682400125,-46.5048375238,Jardim Vivan
03820040,-23.3418099749,-46.636,Vila Sílvia
04894310,-23.6468200127,-46.7437967084,Jardim Oriental (Parelheiros)
02855150,-23.548,-46.749785414,Jardim Carombé
01446000,-23.548,-46.616659423,Jardim Europa
04524003,-23.6087312,-46.6689783,Moema
04086900,-23.6084685,-46.6581261,Indianópolis
03152120,-23.4148899788,-46.636,Quinta da Paineira
05158000,-23.1708999597,-46.2246446279,Parque Anhangüera (São Domingos)
03029040,-23.4244299848,-46.7707949725,Canindé
03240040,-23.4057999849,-46.636,Parque São Lucas
03976090,-23.7681400296,-46.8761372954,Jardim Sapopemba
05540130,-23.1338199567,-46.636,Conjunto Residencial Butantã
02144070,-23.5831900071,-46.5976133734,Parque Novo Mundo
02421010,-23.6220700149,-46.5552015505,Parque Mandaqui
03163080,-23.548,-46.7827723869,Belenzinho
08372205,-24.0646900565,-46.0723744161,Jardim das Rosas (Iguatemi)
08460520,-23.548,-47.2144500861,Cidade Popular
05442110,-23.548,-47.0791642381,Sumarezinho
03202020,-23.686690014,-46.636,Vila Bela
08343100,-23.548,-47.1966803219,Jardim da Conquista (Zona Leste)
08030020,-23.548,-47.1436655449,Vila Curuçá
04614905,-23.4714999917,-46.636,Campo Belo
05339020,-23.1540699566,-47.0657141932,Vila Lageado
05549080,-23.9640700448,-46.1821346333,Jardim das Esmeraldas
03690020,-23.3548599748,-46.636,Jardim Nordeste
04564040,-23.548,-46.3134934625,Cidade Monções
03918040,-23.3368599712,-46.405680255,Vila Bancária
03160110,-23.548,-46.7822815051,Vila Graciosa
05387110,-23.5653248,-46.7640632,Vila Dalva
05530010,-23.961190045,-46.636,Instituto de Previdência
04950060,-23.9081800385,-47.0288983769,Cidade Ipava
03319010,-23.3959899843,-46.4701815702,Vila Gomes Cardim
04563904,-23.4752799911,-46.636,Cidade Monções
03331030,-23.7010900234,-46.636,Quarta Parada
03580080,-23.548,-46.4392562792,Jardim Fernandes
05396345,-23.548,-47.0729791843,Parque dos Príncipes
02737040,-23.6429500114,-46.7395751607,Itaberaba
04870250,-23.2017699609,-46.2583188244,Praias Paulistanas
04822200,-23.7338023399,-46.6908442057,Parque América
03237150,-23.548,-46.7907246049,Vila Macedópolis
03882170,-23.7560800251,-46.862981774,Vila Ponte Rasa
05861280,-24.0007900505,-46.636,Jardim Mônica
02423040,-23.6226100085,-46.5546125046,Jardim Carlu
02926060,-23.548,-46.7573449303,Nossa Senhora do Ó
03911050,-23.583843,-46.5187767,Vila Rica
05074040,-23.9164600394,-47.0379305234,Lapa
03027020,-23.4245199797,-46.636,Brás
02314000,-23.4620693,-46.599044,Vila Nova Mazzei
04026080,-23.319489977,-46.8852676094,Vila Clementino
03331020,-23.7010900209,-46.4690034585,Quarta Parada
08110530,-23.0688399495,-46.636,Vila Alabama
08320220,-23.0369799488,-47.1934405219,Parque São Rafael
04316060,-23.2849299682,-46.636,Vila Guarani (Z Sul)
05710070,-23.9801800488,-47.1074387848,Jardim Caboré
04182100,-23.3002299736,-46.3657228308,Jardim Santa Cruz (Sacomã)
04679010,-23.2399299686,-46.972054757,Vila Santana
01429020,-23.5642900069,-46.636,Jardim Paulista
04350050,-23.6446679437,-46.6512966676,Vila Babilônia
01022070,-23.5493500042,-46.636,Centro
02733070,-23.548,-46.532915716,Vila São Vicente
08372010,-24.0645100595,-46.0725707637,Jardim Bandeirante (São Rafael)
05619050,-23.1231999548,-46.636,Vila Inah
05121060,-23.1744999546,-46.636,Parque São Domingos
04608020,-23.8466200388,-46.3102536621,Campo Belo
08440300,-23.548,-46.0619678173,Guaianazes
01103010,-23.548,-46.632662023,Luz
04509010,-23.8367200347,-46.9509470289,Vila Nova Conceição
05404005,-23.9498500409,-46.1976463659,Pinheiros
01023040,-23.548,-46.6344291891,Centro
02925902,-23.5164999957,-46.6703614283,Freguesia do Ó
05170060,-23.9269000436,-46.636,Vila Boaçava
05579021,-23.9681200478,-46.636,Vila Pirajussara
03983160,-23.7715600228,-46.636,Parque Santa Madalena
03921000,-23.548,-46.4049930265,Jardim Iva
03887050,-23.548,-46.863276305,Jardim Cotinha
05121010,-23.9214100429,-46.2286698205,Parque São Domingos
01001001,-23.5479099922,-46.6359018159,Sé
05884270,-23.548,-46.135304915,Vila Fazzeoni
03278110,-23.548,-46.7973023631,Vila Ema
04201010,-23.7980200282,-46.9087315585,Ipiranga
08142000,-24.0337300554,-47.1658532122,Jardim Nélia
08290003,-23.0403099489,-46.636,Vila Carmosina
02323000,-23.548,-46.7023666474,Parque Casa de Pedra
02917000,-23.4376599852,-46.636,Vila Bonilha
08020340,-24.0120400495,-46.636,Parque Sonia
05374120,-23.548,-46.2011806821,Jardim Ester Yolanda
01530060,-23.526669997,-46.636,Aclimação
05450030,-23.9554300434,-46.636,Vila Madalena
04784140,-23.8678600393,-46.636,Jardim Ipanema (Zona Sul)
05678040,-23.9781100459,-46.1668192547,Jardim Sílvia (Zona Oeste)
04339050,-23.8149400316,-46.9271885555,Americanópolis
04071012,-23.3148099738,-46.636,Planalto Paulista
04717020,-23.2363299617,-46.2960182158,Chácara Santo Antônio (Zona Sul)
04149000,-23.7901000297,-46.9000921165,Jardim da Saúde
05109160,-23.548,-46.230142459,Vila Piauí
05572100,-23.548,-46.1786984901,Parque Ipê
05888090,-24.0084400548,-46.1337341028,Parque Fernanda
01452915,-23.5667200058,-46.6564205095,Jardim Paulistano
02123050,-23.548,-46.6716377088,Vila Maria
08330140,-23.0358999451,-46.0773813681,Jardim Vera Cruz(Zona Leste)
02870190,-23.6546500141,-46.519662022,Parque Tietê
08110340,-23.548,-46.1136081241,Jardim Aimoré
03981090,-23.7710200228,-46.636,Parque Santa Madalena
02710000,-23.6401600167,-46.636,Limão
04257245,-23.4900399932,-46.5727749731,Vila Cristália
04784220,-23.8679500406,-46.636,Jardim Suzana
05101160,-23.9186200429,-47.0402867392,City América
02883050,-23.6572600146,-46.516814932,Vila Nova Parada
08420090,-24.0701800588,-46.0663857083,Jardim Helena
04383050,-23.2759299689,-46.636,Jardim Jabaquara
02724020,-23.641330012,-46.7378080024,Vila Carolina
08220640,-23.053359946,-47.1755725847,Vila Campanela
04902160,-23.1958299596,-46.636,Parque Alves de Lima
08470590,-23.548,-47.2163154178,Cidade Tiradentes
04012030,-23.7745300272,-46.388892247,Vila Mariana
01218000,-23.548,-46.6283423015,Campos Elíseos
04421150,-23.548,-46.9388714425,Cidade Júlia
04517902,-23.548,-46.7080608253,Vila Antonieta
04257150,-23.8046800288,-46.3560034542,Parque Fongaro
03966005,-23.5945742,-46.4812119,Cidade São Mateus
01415009,-23.548,-46.6536715949,Consolação
05409930,-23.6601400126,-46.7583266817,Pinheiros
05126110,-23.1738699562,-46.2278844155,Parque São Domingos
05271070,-23.548,-47.0595291414,Jardim Santa Fé (Zona Oeste)
01020902,-23.5501600036,-46.6383562159,Sé
02870180,-23.548,-46.5196620242,Parque Tietê
03178110,-23.411739981,-46.636,Alto da Mooca
04024030,-23.7763300265,-46.8850712621,Vila Clementino
01219902,-23.5398999992,-46.636,República
05587130,-23.548,-47.0953631925,Jardim Rizzo
03272110,-23.4013899811,-46.636,Vila União (Zona Leste)
03125080,-23.548,-46.7779617861,Parque da Mooca
02880030,-23.6568100162,-46.636,Vila Francos
03953100,-23.7659800283,-46.636,Jardim Cinco de Julho
05603000,-23.9708200495,-46.1747714659,Jardim Guedala
04855130,-23.8885600389,-46.2645038809,Jardim Itajai
02338030,-23.4843699918,-46.636,Jardim Franca
03895010,-23.7568900232,-46.636,Jardim Soraia
03691080,-23.3546799724,-46.636,Jardim Nordeste
08030360,-23.548,-46.1278435731,Vila Curuçá
04317240,-23.548,-46.9232615393,Vila Guarani (Z Sul)
05435050,-23.548,-46.1937193409,Sumarezinho
03358130,-23.3919399812,-46.8062363306,Vila Formosa
05620030,-23.1231999533,-47.0993883919,Vila Inah
02317200,-23.6070400127,-46.636,Jardim Guapira
03682120,-23.7402400226,-46.636,Burgo Paulista
04724002,-23.548,-46.9767671827,Santo Amaro
02216020,-23.5068699892,-46.6808662134,Vila Medeiros
03681000,-23.548,-46.4264934649,Burgo Paulista
08411250,-23.548,-46.0671711133,Vila Aurea
08473470,-24.0826900539,-46.0527393197,Jardim Wilma Flor
03579050,-23.3679999819,-46.4396489883,Jardim Marília
03890100,-23.3395599758,-46.863374475,Jardim Soraia
08235830,-23.0488599415,-46.636,Parque Guarani
03907000,-23.338479976,-46.636,Conjunto Habitacional Barreira Grande
04326080,-23.8127800322,-46.9248323442,Vila Fachini
04107031,-23.7839800262,-46.378583821,Vila Mariana
05445911,-23.6612200151,-46.5124952096,Vila Madalena
04850050,-23.8851400422,-46.2682345461,Parque Cocaia
04186130,-23.2995099748,-46.636,Vila Liviero
01151030,-23.5421499958,-46.636,Barra Funda
03561090,-23.3716899742,-46.4436741752,Vila Nhocune
02228030,-23.548,-46.6853822829,Parque Edu Chaves
04240110,-23.8019800302,-46.636,São João Clímaco
04766050,-23.2307499597,-46.9820686673,Socorro
04848000,-23.8830700345,-47.0015074091,Jardim Santa Bárbara
05846330,-23.9972800514,-46.1459078681,Jardim Casablanca
04434280,-23.8285300349,-46.636,Jardim Orly
05201050,-23.1651399556,-46.2183613917,Vila Fanton
05454050,-23.9558800433,-46.636,Vila Ida
04547130,-23.8414900374,-46.3158496669,Vila Olímpia
05074020,-23.916460043,-46.2340694727,Lapa
03202030,-23.6866900153,-46.7872884559,Vila Bela
04432170,-23.8279000289,-46.941325824,Jardim São Jorge
03261070,-23.6927200187,-46.636,Jardim Teresa
02637090,-23.4576399873,-46.636,Vila Santos
05505000,-23.1379599537,-46.636,Butantã
03435030,-23.3826699805,-46.4556515926,Vila Carrão
02322280,-23.4871599938,-46.636,Furnas
05353210,-23.9431900449,-46.2049113482,Cidade São Francisco
03158040,-23.548,-46.7818888068,Vila Celeste
04914030,-23.548,-47.0214370423,Jardim Figueira Grande
01502010,-23.548,-46.6572059171,Liberdade
03959050,-23.7661600276,-46.636,Cidade São Mateus
03313050,-23.6993800208,-46.4708687932,Tatuapé
04552901,-23.8422100335,-46.3150642672,Vila Olímpia
03375010,-23.7063100234,-46.636,Chácara Belenzinho
05884070,-23.089179949,-46.135501266,Jardim do Colégio
05439000,-23.1421899581,-46.193326643,Jardim das Bandeiras
01448010,-23.5659100035,-46.6164630725,Jardim Europa
03432070,-23.7129700198,-46.4560442943,Vila Santa Isabel
05731360,-23.981890052,-46.636,Vila Ernesto
05749250,-23.1129399533,-46.1614196016,Jardim das Palmas
08042130,-23.0781099455,-46.636,Cidade Nova São Miguel
04324120,-23.2834899694,-46.924537816,Vila do Encontro
02935140,-23.6605900156,-46.5131824375,Vila Bonilha
05271080,-23.1597399537,-47.0595291401,Jardim Santa Fé (Zona Oeste)
02524020,-23.6299900126,-46.7254378905,Jardim São Bento
03982000,-23.7711100309,-46.8793770882,Parque Santa Madalena
03689030,-23.3549499787,-46.4254135379,Jardim Nordeste
04782080,-23.548,-46.28747695,Capela do Socorro
02255150,-23.4978699866,-46.6906837659,Vila Nivi
03679160,-23.548,-46.4266898125,Vila São Francisco (Zona Leste)
04776170,-23.548,-46.2880660059,Vila Friburgo
02435062,-23.62369001,-46.553434397,Lauzane Paulista
02270010,-23.60047001,-46.5787636749,Parque Vitória
02847070,-23.444769989,-46.5233926941,Vila Itaberaba
02318310,-23.607580007,-46.636,Sítio do Piqueri
08290505,-23.548,-47.1903970834,Vila Carmosina
04716050,-23.8594900338,-46.636,Chácara Santo Antônio (Zona Sul)
08225290,-24.0442600521,-46.636,Cidade Antônio Estevão de Carvalho
02757050,-23.6443900171,-46.5308540252,Vila Bancária Munhoz
03548050,-23.548,-46.4456376908,Cidade Patriarca
04357100,-23.548,-46.9297411209,Parque Jabaquara
04081905,-23.4970599949,-46.6915673363,Indianópolis
02675050,-23.548,-46.7360408436,Jardim Peri
04552070,-23.2537899665,-46.636,Vila Olímpia
08225140,-24.044080056,-46.636,Vila Regina (Zona Leste)
08130000,-23.0651499435,-47.1627115974,Cidade Kemel
03735230,-23.7475300209,-46.4183449027,Jardim Arizona
03171030,-23.4127299784,-46.783557794,Alto da Mooca
08223040,-23.548,-46.0960347129,Cidade Antônio Estevão de Carvalho
04042070,-23.548,-46.3848670466,Vila Clementino
04663120,-23.8540000333,-46.3022032774,Jardim Marajoara
02616130,-23.4591699896,-46.5391007741,Vila Continental
08021015,-24.0121300508,-46.129708912,Vila Rosaria
04004011,-23.548,-46.8817332932,Paraíso
04537907,-23.548,-46.5596194522,Vila Nova Conceição
03127025,-23.5863400075,-46.6778227695,Parque da Mooca
05133060,-23.9228500447,-47.0449009895,Vila Mangalot
03177070,-23.4120099863,-46.7843431894,Quarta Parada
03938170,-23.3321799775,-46.8714248639,Jardim Paraguaçu
02352120,-23.4823899868,-46.7075699509,Bortolândia
03574020,-23.548,-46.8311729076,Jardim Santa Maria
04326060,-23.812780027,-46.3471676614,Vila Fachini
04357110,-23.2787199678,-46.9297411191,Parque Jabaquara
03891000,-23.3394699722,-46.4085273455,Vila Santa Lúcia
04518021,-23.548,-46.3198748694,Jardim Novo Mundo
03204040,-23.4090399854,-46.636,Vila Alpina
03404140,-23.548,-46.8128140879,Chácara Califórnia
05665100,-23.9771200511,-47.1041008204,Paraisópolis
03585150,-23.5704856,-46.4908334,Jardim Brasília (Zona Leste)
02985060,-23.6665300158,-46.636,Jardim Pirituba
08120020,-24.0284200551,-46.1119391425,Itaim Paulista
03141070,-23.6801200198,-46.4918783503,Parque da Vila Prudente
05542040,-23.548,-47.0881963847,Jardim Olympia
02866000,-23.6540200159,-46.7516507516,Vila Penteado
08122060,-23.0655999453,-46.109779282,Jardim das Oliveiras
05426030,-23.1434499591,-46.194701101,Pinheiros
05424140,-23.1437199563,-47.0770043755,Pinheiros
04842050,-23.2157199615,-46.2735360269,Jardim Castro Alves
04888125,-23.1993399639,-46.2556680892,Jardim São Silvestre
03347000,-23.548,-46.4672362958,Vila Regente Feijó
02267060,-23.548,-46.6929417969,Vila Gustavo
05862150,-23.6669487,-46.7619623,Jardim Lídia
04571030,-23.2514499648,-46.636,Cidade Monções
05523010,-23.1360699573,-46.636,Ferreira
03556030,-23.548,-46.8273440668,Cidade Patriarca
